,r2,mae,mape,rmse,val r2,val mae,val mape,val rmse,use_log
Guam,0.9682718592767385,0.010204740636060607,0.0024057047925539216,0.012318497282002875,-1,0.01150785938250829,0.0026496493168273903,0.015792717728665234,True
Guyana,0.9577849308134806,0.34934667919853435,0.005616267411066721,0.4173450898623563,0.2266752051438803,0.6093190363950285,0.009182174594088205,0.7421084568340279,False
"Hong Kong SAR, China",0.978974223261457,0.006759288626817125,0.0015709676648350214,0.009112374463421325,-1,0.011251604526160008,0.002549735741397306,0.012519594154594358,True
Honduras,0.9423469599286086,0.022463758432429957,0.005481666720904061,0.027537276519133173,-1,0.032289903676556354,0.007585262118101947,0.03514002962082649,True
Croatia,0.9316332742465518,0.5609902983150596,0.007894941961974952,0.6623019477421553,-0.6694444925047895,0.8276035922543642,0.010912440514485746,0.8596334794741978,False
Haiti,0.8935486753715955,0.6633387174701217,0.012860545641528229,1.6355078253052195,-0.1353912736603784,2.6503176402602135,0.051227473843984704,4.74643314375676,False
Hungary,0.5892790040649296,0.7217081134414923,0.010250879955699854,0.8926341766641,-1,1.610469177699467,0.021887578624498933,1.7188551677140276,False
Indonesia,0.9125180722611279,0.02612248677897803,0.006482400274512076,0.036025158448532456,-1,0.04561126763598775,0.01081200717262133,0.0482236669358261,True
Isle of Man,0.9775183402323497,0.5247750003453829,0.00756995999769156,0.6476861742703377,0.35696694088449643,0.8771802215770691,0.011218382570265636,0.9575226647768137,False
India,0.9861503412326278,0.01135362576458019,0.0028476305716991484,0.014337816671676972,-0.08023707904052957,0.01721338118165496,0.004108670229630362,0.018581303538360492,True
Ireland,0.9590596561659427,0.46464863141154106,0.006260983757047067,0.5772906686389594,-0.30298216089907926,1.0735781769493031,0.013450769745845016,1.1678152750442006,False
"Iran, Islamic Rep.",0.964168941377006,0.02499929656653136,0.006126413718917335,0.029698896437524724,-1,0.049395172921255524,0.011536441728921184,0.052463528756051404,True
Iraq,0.6357254036360312,0.03390865382996257,0.008249751974065363,0.0399611141948874,-1,0.027055416760066463,0.006485259638471052,0.03160767531457883,True
Iceland,0.9575512651890763,0.005650960286424255,0.0013035254064499347,0.006909879196985303,0.7442936343889616,0.00234203654741032,0.0005323887435659486,0.003142215572637856,True
Israel,0.9470655712406053,0.49645263647533766,0.006723034980720657,0.716797432901498,0.6329927634847132,0.4282112557691676,0.0053024937846820165,0.45066127232734743,False
